,sentiment,text
669,positive,@rickysnecklace I'm so proud Mils! Keep smiling ❤️
670,negative,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate 😒 --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h"
671,positive,💋 Ashley Graham💋 American Model 💋 Literate/Descriptive💋 Designer https://t.co/On6ltpsqes
672,positive,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml 💞
673,negative,Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry
674,positive,Happy national fast food day! Watch the animation here🍟🍔 https://t.co/vrzJQMBlhX #nationalfastfoodday  #fastfoodday… https://t.co/4XhB4ADrIB
675,positive,"North America vs Sweden is the most exhilarating hockey I've ever watched 😅 wow , mackinonns mitts are silky #TeamNA #WCH2016"
676,neutral,@uninterrupted @cubs @dwyanewade @kingjames good thing he's not taking up baseball like #MichaelJordan 😂
677,negative,Ffs 🙈 when things come back to haunt you... cringe bad cringe 🙋🏼👀🔫 👈 what a terrible gun that is
678,positive,Day 2 of vegetarianism 🍏🍐🍓🍇🍌 going good 😊👍🏻✌🏻️
679,positive,Our #MannequinChallenge it's only 10 secs tho 😂😂😂 https://t.co/u4iMgmKmvp
680,negative,@USAirways my sister was supposed to leave at 10 am to go back to AL. She's only getting to NC now. Are you kidding me #NeverflyUSairways 👿
681,neutral,#Verlander or #Sale? VOTE NOW #RedSoxNation‼️
682,positive,@JetBlue I can't wait to hear back from you regarding the internship opportunity! 😊
683,positive,#GilmoreGirlsRevival  #GilmoreGirlsTop4 1. Luke 2. Miss Patty 3. Mrs. Kim 4. Paul Anka Can't wait for this Friday 😁😁😁😁
684,negative,@AmericanAir @MurphyJulie it took them 6 hours to call me back. Then it disconnected twice. 😢 I'll never get back to work
685,positive,@Cupkatech3rry I hope I white pilled you a bit enjoy Christmas in England the third world awaits the liberals hope they're as welcoming 😂
686,positive,Finally I'm gonna watch all eps that I missed #Lucifer #Supernatural #Arrow #Flash #Class #TheWalkingDead #TheBigBangTheory 😂💝
687,positive,@SouthwestAir thanks so much for making my night 😀 cannot wait for my trip next week! http://t.co/NbZ45jCd1r
688,negative,HERE THEY COME! Jumping on the #TRUMP BANDWAGON!😁 Mexican Cement Co. Offers Help To Build Border Wall https://t.co/So4qXGH8oh
689,neutral,😕 RT @JetBlue: Our fleet's on fleek. http://t.co/4KH92mKoTZ
690,negative,Here is another one! Poor Frank is taken a beating😩 LOL!😂😂😂 #GOPDebate @realDonaldTrump  https://t.co/FfkuAoetTM
691,negative,"@AmericanAir I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #AmericanAirlines"
692,negative,@laura221b I don't think I've ever moved so fast in a panic in all my life 😂 Gave me such a fright 😓
693,negative,"I don't mind Duke, but I hate Grayson Allen 😴🏀"
694,negative,@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎
695,negative,"Getting mad at @GiGiHadid for impersonation is beyond me. It's ""admiration"" as it was said when Melania repeated that speech. 😌🙊👀 #teamgigi"
696,neutral,@JohnJHarwood Grayson Allen? 😈
697,neutral,@southwestair #ftw! ✈️ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw
698,negative,@AmericanAir now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!#outraged😡😡
699,negative,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝
700,positive,The moon tonight 😮 #beautiful
701,negative,😩RT @Rik_FIair: X___X RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/d3wg0Dmyyb
702,positive,TGIF DRIVE #sensual #redlight #uber #uberlife #eyeswideshut #👀 #tgif #friday #look #mirrors #portrait #lights #pari… https://t.co/HrihFMA2i4
703,negative,My cell won't hold a charge 😢 #sadness So should I...
704,positive,TeslaMotors: .MensJournal pushed Model S P100D to its limits. Their verdict: 🚀 https://t.co/uiU8WPr5c9 #teslasharing
705,negative,"I hate a ""send me a pic"" ass nigga 🙄"
706,negative,"Even in death, #FidelCastro is destroying everything he touches. 🚚🔧😂😂https://t.co/rRErunctlN"
707,negative,"Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... 😧"
708,positive,Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ #smile
709,neutral,Chrissy 'Tingles' Matthews gets his ass handed to him by Carly Fiorina. 😄😄😄 http://t.co/h5P56Xx2rG #GOPDebate
710,neutral,"Notice he NEVER attacks cons or ""rightists"" only ""leftists"" but he doesn't have an agenda 😉 https://t.co/u44DFYtzoa"
711,positive,Spirit of my silence i can hear you. But im afraid to be near you. #ThisIsUs 😍😍😍
712,positive,RT @msgoddessrises: 😂😂😂😂 Drink!!! #Trump #GOPDebates  https://t.co/Az9GUGMCGU
713,positive,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️
714,negative,"them cold, dark nights are slowly creeping in 🌌"
715,negative,I woke up still not hardly believing what all happened last night 😰
716,negative,I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault
717,negative,There's nothing interesting here besides of retweet for follow #annoyed 😣😣
718,positive,@JetBlue Exciting times ahead! 😁🎉
719,negative,What is life lol what are we 💀😂 UFO's steal our cows bc they like beef to 😂 f vegetarianism that's what's the aliens want you to be 👽😂
720,neutral,If you're still using Cabs I feel bad for you son. I got 99 problems but a ride ain't one... #Uber 😂😂😩
721,positive,About to see #FantasticBeasts is boy to be LIT 😜💙🙌👌✌🔥
722,positive,New photo of Billie & her sister #HappyThanksgiving 🦃 #ScreamQueens #BillieLourd: https://t.co/wwErvNTV20 https://t.co/sFMVHHE9Hc
723,negative,"Lost without my Mom 😢 plus tired, sick and full of cold is just another day in paradise..... #upset #unwell #missyoumommybear 💖💖"
724,positive,There's something about this place..☮️✡️✝️☪️ #Jerusalem #westernwall #peacetoall #thankful #weekend #shabbat https://t.co/fAq402ZZF4
725,positive,Happy #internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling. 😄😄❤️
726,neutral,FCBarcelona: 📷 Great pics from other side of Celtic v FC Barcelona: https://t.co/rcsOVVlYuZ #FCBlive https://t.co/FYJvOWJiBM
727,positive,Next #ScreamQueens 💋🔪😈
728,neutral,@jfreewright  @evanrachelwood @thandienewton @jimmisimpson  You guys. 👏🏽  👏🏽  👏🏽  👏🏽  👏🏽 (that a slow clap emoji style) #Westworld
729,negative,RIP castro the Hero.and fuck liberals ✌ https://t.co/k9Bed3tjU0
730,positive,@NBA @utahjazz soooo nice 😍
731,negative,"Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... 😧"
732,positive,"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends #happy"
733,neutral,@JetBlue Indeed. It was not 😉.
734,negative,"RT @HippieLily: How @_shannonrose17_ and I are dealing with the #GOPDebate 😂 these are the republicans, America http://t.co/tlZ8rK7jr7"
735,negative,Didn't watch a nanosecond. #GOPDebate 💩
736,positive,I'm the reason I smile everyday 💯
737,negative,@AmericanAir WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude 😡😡
738,negative,The #movie Vantage Point makes my palms sweat EVERY time I watch it!!! #nervous 😥😥
739,negative,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k ?
740,positive,"This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\n😊💖\n\n#aja \nGood morning!!!!"
741,positive,@USAirways thanks. 😒
742,positive,He was phenomenal! Of course. I knew he would be. 😉 #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/OUcmHIyfhz
743,negative,@USAirways reservations had me on hold for 2 hours only to hang up...smh 😕
744,positive,Okay! Finally gonna start watching #StrangerThings and #ThisIsUs!😧😮☺
745,positive,@AndersFoghR @poroshenko ROFL!!! 😂😂😂😂
746,positive,@USAirways I will. Thank you for at least tweeting me back:) better than most. 👌
747,negative,galaxy allo dictionary of garbage note 7 fire ios exynos 🍆 🍆
748,positive,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.
749,neutral,⭐️ #News • Buyers’ clubs and test labs for death drug: Right-to-die campaigner Philip Nitschke says euthanasia… https://t.co/Ez9c4zEje8
750,positive,“@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏
751,neutral,😂😂😂Nicholas Sparks novel = Luke Bryant + Tony Romo @MikeAndMike @MGolicJR57
752,positive,@241bigboy @mostdopemychal thank you! Happy thanksgiving to you & your family 💛
753,neutral,But... I dont wanna say goodbye the nations first black president.. 😢😭😭  #ThankYouObama #FLOTUS #Obama #DontGo
754,positive,"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884"
755,positive,@SouthwestAir Deborah helped me💁
756,positive,"I think I'm past the 'bacon on my bacon' stage, and can cross that out of my list. Returning to vegetarianism has taken the long way around😅"
757,negative,Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops 👎🏾👎🏽👎🏻🍂🍁
758,neutral,@CholericCleric @aliceonaroll Excuse me! Rajni gave India robots ok! 😆😂
759,positive,Best seats in the house 👌⚡️🐉 #fantasticbeastsandwheretofindthem #fantasticbeasts #vue #cinema… https://t.co/WJ9ZdKFpJL
760,negative,Comeee onnnnn kim jong un😭😭😭😭 https://t.co/jS7RIIWAf5
761,positive,💥⚖️Yeah‼️ PAUL‼️⚖️💥  #glorious #BB18
762,negative,😇GOD WON 👸 ANGEL @StopStopHillary  THE POPE Says @realDonaldTrump has an EGO...IS the POPE with the EGO PROBLEM..… https://t.co/iPtrKjjzP6
763,negative,"“@AmyMek: Status 👉 Single 

I broke up with @FoxNews last night!   Goodbye @megynkelly &amp; Chris Wallace.

#GOPDebate http://t.co/YeoE8fZe8A”"
764,positive,#ThisIsUs = my new fav series 👊🏾
765,neutral,His name is Enzo 😊 RT @JetBlue : @Setorii Well hello there pooch! What's your name? #dog http://t.co/dLh9138HBg
766,neutral,"Korea sent a formal request to China to stop calling Kim Jong Un ""Kim Fatty the Third"" online😂😂"
767,neutral,if tim duncan played one more season we would've been an able to call him 21 savage 😔...
768,neutral,Cassidy. Nurse Hoffel. Hmmmm who could the other one be? 🐲🤔?  #ScreamQueens
769,neutral,#Erdogan says #Turkey faces economic sabotage ! 🐣#Aleppohttps://t.co/HtTWJoxD4N
770,positive,@berly122065 Thank you for the follow! #TWD #TWDFamily #TheWalkingDead 👍🏻😎😎👍🏻#TheBoondockSaints
771,neutral,https://t.co/uX8Sui3O0t on the euthanasia list #whybuywhentheydie #adoptdon'tshop 🐩🐕🐶
772,negative,Haven't gotten one hour of sleep... Today is going to be a fun day 😐 #restless
773,neutral,@JetBlue Can you do me a huge favor?!🙏❤️
774,positive,@suzli05 *teringat ricky martin 😆
775,neutral,@SomersetBean  John Cusack needed a closer look 👀 #Mole#Davos https://t.co/BTIfhkJvr8https://t.co/LHQSJrlaLR https://t.co/m4ciPf4o1k
776,negative,"😩😩😩😩 heads melted, very tired but can't sleep. "
777,neutral,@SouthwestAir @Imaginedragons I tried. 😔 It's okay
778,neutral,@RobertsEmma @ScreamQueens Can I be Chanel #11 instead?😭💓#ScreamQueens
779,neutral,Parenting Level: Kevin on #ThisIsUs ep5 talking about death. 😂
780,negative,@1ncamera @Weehugs @DavidYoungPA @PA Stupidity is part of their proud cultural identity. 😠
781,neutral,RT @STEEL5757: 🎀 #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo 🎀 http://t.co/QHTTX0PLDG 🎀 #CoolStuff #GOPDebate http://t.co/QJUnzjY…
782,negative,@USAirways your service in Philly is unacceptable. Look into better service✌️ a 16 yr old shouldnt have a hard time http://t.co/WDAKTmr7Mj
783,positive,"@NationalGallery perfect choice for today, thank you💙"
784,positive,@SouthwestAir 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors
785,positive,Thanksgiving was so lit.. everybody looked like they really enjoyed themselves.🙌🏾❤️🦃
786,negative,@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror
787,positive,Wow 😳 what will they think of next? #Hatchimals https://t.co/49C0YeUXEb
788,positive,@ricky_martin What's up my man?! How are you?🙄
789,positive,"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍"
790,positive,Sanatana Lopez is definitely me 😂 #glee
791,positive,@ricky_martin y @jwanyosef unidos por amor al arte ❤ @ricky_martin and @jwanyosef united for love of art ❤... https://t.co/BbLv4Fg5lm
792,positive,"@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕"
793,neutral,"@RealSkipBayless yep, they're setting the table for backup QB Tony Romo to botch a snap & lose to Seattle in playoffs haha 😂😂"
794,positive,"@carbajalbelind1 @AuditorioTelmex @ricky_martin very happy for u Bel, I really hope there will be a #owt dvd 💃🙌🙋"
795,negative,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤
796,positive,Never been so relived 😆
797,positive,@AmericanAir I can hardly believe it! Bundle up and stay warm! 😉
